Time,Px,Py,Pz
0.054,0.000000,0.000000,0.000000
0.055,0.000000,0.000000,0.000000
0.056,0.000000,0.000000,0.000000
0.057,0.000000,0.000000,0.000000
0.058,0.000000,0.000000,0.000000
0.059,0.000000,0.000000,0.000000
0.06,0.000000,0.000000,0.000000
0.061,0.000000,0.000000,0.000000
0.062,0.000000,0.000000,0.000000
0.063,0.000000,0.000000,0.000000
0.064,0.000000,0.000000,0.000000
0.065,0.000000,0.000000,0.000000
0.066,-0.000000,0.000000,0.000000
0.067,0.000000,0.000000,0.000000
0.068,0.000000,-0.000000,0.000000
0.069,0.000000,-0.000000,0.000000
0.07,0.000000,-0.000000,0.000000
0.071,0.000000,-0.000000,0.000000
0.072,0.000000,-0.000000,0.000000
0.073,0.000000,-0.000000,0.000000
0.074,-0.000000,-0.000000,0.000000
0.075,-0.000000,0.000000,0.000000
0.076,-0.000000,0.000000,0.000000
0.077,-0.000000,0.000000,0.000000
0.078,-0.000000,0.000000,0.000000
0.079,-0.000000,0.000000,0.000000
0.08,-0.000000,0.000000,0.000000
0.081,-0.000000,0.000000,0.000000
0.082,-0.000000,0.000000,0.000000
0.083,-0.000000,0.000000,0.000000
0.084,-0.000000,0.000000,0.000000
0.085,0.000000,0.000000,0.000000
0.086,0.000000,0.000000,0.000000
0.087,-0.000000,0.000000,0.000000
0.088,-0.000000,0.000000,0.000000
0.089,-0.000000,0.000000,0.000000
0.09,-0.000000,0.000000,0.000000
0.091,-0.000000,0.000000,0.000000
0.092,-0.000000,0.000000,0.000000
0.093,-0.000000,0.000000,0.000000
0.094,-0.000000,0.000000,0.000000
0.095,-0.000000,0.000000,0.000000
0.096,-0.000000,0.000000,0.000000
0.097,-0.000000,0.000000,0.000000
0.098,-0.000000,0.000000,0.000000
0.099,-0.000000,0.000000,0.000000
0.1,-0.000000,0.000000,0.000000
0.101,-0.000000,0.000000,0.000000
0.102,-0.000000,0.000000,0.000000
0.103,-0.000000,0.000000,0.000000
0.104,-0.000000,0.000000,0.000000
0.105,-0.000000,0.000000,0.000000
0.106,-0.000000,0.000000,0.000000
0.107,-0.000000,0.000000,0.000000
0.108,-0.000000,0.000000,0.000000
0.109,-0.000000,-0.000000,0.000000
0.11,-0.000000,-0.000000,0.000000
0.111,-0.000000,-0.000000,0.000000
0.112,-0.000000,-0.000000,0.000000
0.113,-0.000000,-0.000000,0.000000
0.114,-0.000000,-0.000000,0.000000
0.115,-0.000000,-0.000000,0.000000
0.116,-0.000000,-0.000000,0.000000
0.117,-0.000000,-0.000000,0.000000
0.118,-0.000000,0.000000,0.000000
0.119,-0.000000,0.000000,0.000000
0.12,-0.000000,0.000000,0.000000
0.121,-0.000000,0.000000,0.000000
0.122,-0.000000,-0.000000,0.000000
0.123,-0.000000,-0.000000,0.000000
0.124,-0.000000,-0.000000,0.000000
0.125,-0.000000,-0.000000,0.000000
0.126,-0.000000,-0.000000,0.000000
0.127,-0.000000,-0.000000,0.000000
0.128,-0.000000,-0.000000,0.000000
0.129,-0.000000,-0.000000,0.000000
0.13,-0.000000,-0.000000,0.000000
0.131,-0.000000,-0.000000,0.000000
0.132,-0.000000,-0.000000,0.000000
0.133,0.000000,-0.000000,0.000000
0.134,0.000000,0.000000,0.000000
0.135,0.000000,-0.000000,0.000000
0.136,-0.000000,-0.000000,0.000000
0.137,-0.000000,0.000000,0.000000
0.138,-0.000000,0.000000,0.000000
0.139,0.000000,0.000000,0.000000
0.14,-0.000000,0.000000,0.000000
0.141,-0.000000,0.000000,0.000000
0.142,-0.000000,0.000000,0.000000
0.143,-0.000000,0.000000,0.000000
0.144,-0.000000,0.000000,0.000000
0.145,-0.000000,0.000000,0.000000
0.146,-0.000000,0.000000,0.000000
0.147,0.000000,0.000000,0.000000
0.148,0.000000,0.000000,0.000000
0.149,-0.000000,0.000000,0.000000
0.15,-0.000000,0.000000,0.000000
0.151,-0.000000,0.000000,0.000000
0.152,0.000000,0.000000,0.000000
0.153,-0.000000,0.000000,0.000000
0.154,-0.000000,0.000000,0.000000
0.155,-0.000000,0.000000,0.000000
0.156,-0.000000,0.000000,0.000000
0.157,-0.000000,0.000000,0.000000
0.158,-0.000000,0.000000,0.000000
0.159,-0.000000,0.000000,0.000000
0.16,-0.000000,0.000000,0.000000
0.161,-0.000000,0.000000,0.000000
0.162,-0.000000,0.000000,0.000000
0.163,-0.000000,0.000000,0.000000
0.164,-0.000000,0.000000,0.000000
0.165,-0.000000,0.000000,0.000000
0.166,-0.000000,0.000000,0.000000
0.167,-0.000000,0.000000,0.000000
0.168,-0.000000,0.000000,0.000000
0.169,-0.000000,0.000000,0.000000
0.17,-0.000000,0.000000,0.000000
0.171,-0.000000,0.000000,0.000000
0.172,-0.000000,-0.000000,0.000000
0.173,-0.000000,0.000000,0.000000
0.174,-0.000000,0.000000,0.000000
0.175,-0.000000,0.000000,0.000000
0.176,-0.000000,0.000000,0.000000
0.177,-0.000000,0.000000,0.000000
0.178,-0.000000,0.000000,0.000000
0.179,-0.000000,0.000000,0.000000
0.18,-0.000000,0.000000,0.000000
0.181,-0.000000,0.000000,0.000000
0.182,-0.000000,0.000000,0.000000
0.183,-0.000000,0.000000,0.000000
0.184,-0.000000,0.000000,0.000000
0.185,-0.000000,0.000000,0.000000
0.186,-0.000000,0.000000,0.000000
0.187,-0.000000,0.000000,0.000000
0.188,-0.000000,0.000000,0.000000
0.189,-0.000000,0.000000,0.000000
0.19,-0.000000,0.000000,0.000000
0.191,-0.000000,0.000000,0.000000
0.192,-0.000000,0.000000,0.000000
0.193,-0.000000,0.000000,0.000000
0.194,-0.000000,0.000000,0.000000
0.195,-0.000000,0.000000,0.000000
0.196,-0.000000,0.000000,0.000000
0.197,-0.000000,0.000000,0.000000
0.198,-0.000000,0.000000,0.000000
0.199,-0.000000,0.000000,0.000000
0.2,-0.000000,0.000000,0.000000
0.201,-0.000000,0.000000,0.000000
0.202,-0.000000,0.000000,0.000000
0.203,-0.000000,0.000000,0.000000
0.204,-0.000000,0.000000,0.000000
0.205,-0.000000,0.000000,0.000000
0.206,-0.000000,0.000000,0.000000
0.207,-0.000000,0.000000,0.000000
0.208,-0.000000,0.000000,0.000000
0.209,-0.000000,0.000000,0.000000
0.21,-0.000000,0.000000,0.000000
0.211,-0.000000,0.000000,0.000000
0.212,-0.000000,0.000000,0.000000
0.213,-0.000000,0.000000,0.000000
0.214,-0.000000,0.000000,0.000000
0.215,-0.000000,0.000000,0.000000
0.216,-0.000000,0.000000,0.000000
0.217,-0.000000,0.000000,0.000000
0.218,-0.000000,0.000000,0.000000
0.219,-0.000000,0.000000,0.000000
0.22,-0.000000,0.000000,0.000000
0.221,-0.000000,0.000000,0.000000
0.222,-0.000000,0.000000,0.000000
0.223,-0.000000,0.000000,0.000000
0.224,-0.000000,0.000000,0.000000
0.225,-0.000000,0.000000,0.000000
0.226,-0.000000,0.000000,0.000000
0.227,-0.000000,0.000000,0.000000
0.228,-0.000000,0.000000,0.000000
0.229,-0.000000,0.000000,0.000000
0.23,-0.000000,0.000000,0.000000
0.231,-0.000000,0.000000,0.000000
0.232,-0.000000,0.000000,0.000000
0.233,-0.000000,0.000000,0.000000
0.234,-0.000000,0.000000,0.000000
0.235,-0.000000,0.000000,0.000000
0.236,-0.000000,0.000000,0.000000
0.237,-0.000000,0.000000,0.000000
0.238,-0.000000,0.000000,0.000000
0.239,-0.000000,0.000000,0.000000
0.24,-0.000000,0.000000,0.000000
0.241,-0.000000,0.000000,0.000000
0.242,-0.000000,0.000000,0.000000
0.243,-0.000000,0.000000,0.000000
0.244,-0.000000,0.000000,0.000000
0.245,-0.000000,0.000000,0.000000
0.246,-0.000000,0.000000,0.000000
0.247,-0.000000,0.000000,0.000000
0.248,-0.000000,0.000000,0.000000
0.249,-0.000000,0.000000,0.000000
0.25,-0.000000,0.000000,0.000000
0.251,-0.000000,0.000000,0.000000
0.252,-0.000000,0.000000,0.000000
0.253,-0.000000,0.000000,0.000000
0.254,-0.000000,0.000000,0.000000
0.255,-0.000000,0.000000,0.000000
0.256,-0.000000,0.000000,0.000000
0.257,-0.000000,0.000000,0.000000
0.258,-0.000000,0.000000,0.000000
0.259,-0.000000,0.000000,0.000000
0.26,-0.000000,0.000000,0.000000
0.261,-0.000000,0.000000,0.000000
0.262,-0.000000,0.000000,0.000000
0.263,-0.000000,0.000000,0.000000
0.264,-0.000000,0.000000,0.000000
0.265,-0.000000,0.000000,0.000000
0.266,-0.000000,0.000000,0.000000
0.267,-0.000000,0.000000,0.000000
0.268,-0.000000,0.000000,0.000000
0.269,-0.000000,0.000000,0.000000
0.27,-0.000000,0.000000,0.000000
0.271,-0.000000,0.000000,0.000000
0.272,-0.000000,0.000000,0.000000
0.273,-0.000000,0.000000,0.000000
0.274,-0.000000,0.000000,0.000000
0.275,-0.000000,0.000000,0.000000
0.276,-0.000000,0.000000,0.000000
0.277,-0.000000,0.000000,0.000000
0.278,-0.000000,0.000000,0.000000
0.279,-0.000000,0.000000,0.000000
0.28,-0.000000,0.000000,0.000000
0.281,-0.000000,0.000000,0.000000
0.282,-0.000000,0.000000,0.000000
0.283,-0.000000,0.000000,0.000000
0.284,-0.000000,0.000000,0.000000
0.285,-0.000000,0.000000,0.000000
0.286,-0.000000,0.000000,0.000000
0.287,-0.000000,0.000000,0.000000
0.288,-0.000000,0.000000,0.000000
0.289,-0.000000,0.000000,0.000000
0.29,-0.000000,0.000000,0.000000
0.291,-0.000000,0.000000,0.000000
0.292,-0.000000,0.000000,0.000000
0.293,-0.000000,0.000000,0.000000
0.294,-0.000000,0.000000,0.000000
0.295,-0.000000,0.000000,0.000000
0.296,-0.000000,0.000000,0.000000
0.297,-0.000000,0.000000,0.000000
0.298,-0.000000,0.000000,0.000000
0.299,-0.000000,0.000000,0.000000
0.3,-0.000000,0.000000,0.000000
0.301,-0.000000,0.000000,0.000000
0.302,-0.000000,0.000000,0.000000
0.303,-0.000000,0.000000,0.000000
0.304,-0.000000,0.000000,0.000000
0.305,-0.000000,0.000000,0.000000
0.306,-0.000000,0.000000,0.000000
0.307,-0.000000,-0.000000,0.000000
0.308,-0.000000,0.000000,0.000000
0.309,-0.000000,0.000000,0.000000
0.31,-0.000000,0.000000,0.000000
0.311,-0.000000,0.000000,0.000000
0.312,-0.000000,0.000000,0.000000
0.313,-0.000000,0.000000,0.000000
0.314,-0.000000,0.000000,0.000000
0.315,-0.000000,0.000000,0.000000
0.316,-0.000000,0.000000,0.000000
0.317,-0.000000,0.000000,0.000000
0.318,-0.000000,0.000000,0.000000
0.319,-0.000000,0.000000,0.000000
0.32,-0.000000,0.000000,0.000000
0.321,-0.000000,0.000000,0.000000
0.322,-0.000000,0.000000,0.000000
0.323,-0.000000,0.000000,0.000000
0.324,-0.000000,0.000000,0.000000
0.325,-0.000000,-0.000000,0.000000
0.326,-0.000000,0.000000,0.000000
0.327,-0.000000,-0.000000,0.000000
0.328,-0.000000,-0.000000,0.000000
0.329,-0.000000,-0.000000,0.000000
0.33,-0.000000,-0.000000,0.000000
0.331,-0.000000,-0.000000,0.000000
0.332,-0.000000,-0.000000,0.000000
0.333,-0.000000,-0.000000,0.000000
0.334,-0.000000,-0.000000,0.000000
0.335,-0.000000,-0.000000,0.000000
0.336,-0.000000,0.000000,0.000000
0.337,-0.000000,0.000000,0.000000
0.338,-0.000000,0.000000,0.000000
0.339,-0.000000,0.000000,0.000000
0.34,-0.000000,0.000000,0.000000
0.341,-0.000000,0.000000,0.000000
0.342,-0.000000,0.000000,0.000000
0.343,-0.000000,0.000000,0.000000
0.344,-0.000000,0.000000,0.000000
0.345,-0.000000,0.000000,0.000000
0.346,-0.000000,0.000000,0.000000
0.347,-0.000000,0.000000,0.000000
0.348,-0.000000,0.000000,0.000000
0.349,-0.000000,0.000000,0.000000
0.35,-0.000000,0.000000,0.000000
0.351,-0.000000,0.000000,0.000000
0.352,-0.000000,0.000000,0.000000
0.353,-0.000000,-0.000000,0.000000
0.354,-0.000000,0.000000,0.000000
0.355,-0.000000,0.000000,0.000000
0.356,-0.000000,0.000000,0.000000
0.357,-0.000000,0.000000,0.000000
0.358,-0.000000,0.000000,0.000000
0.359,-0.000000,0.000000,0.000000
0.36,-0.000000,0.000000,0.000000
0.361,-0.000000,0.000000,0.000000
0.362,-0.000000,0.000000,0.000000
0.363,-0.000000,0.000000,0.000000
0.364,-0.000000,0.000000,0.000000
0.365,-0.000000,0.000000,0.000000
0.366,-0.000000,0.000000,0.000000
0.367,-0.000000,0.000000,0.000000
0.368,-0.000000,0.000000,0.000000
0.369,0.000000,0.000000,0.000000
0.37,0.000000,0.000000,0.000000
0.371,0.000000,0.000000,0.000000
0.372,0.000000,0.000000,0.000000
0.373,0.000000,0.000000,0.000000
0.374,0.000000,0.000000,0.000000
0.375,0.000000,0.000000,0.000000
0.376,0.000000,0.000000,0.000000
0.377,0.000000,0.000000,0.000000
0.378,-0.000000,0.000000,0.000000
0.379,-0.000000,0.000000,0.000000
0.38,-0.000000,0.000000,0.000000
0.381,-0.000000,0.000000,0.000000
0.382,-0.000000,0.000000,0.000000
0.383,-0.000000,0.000000,0.000000
0.384,-0.000000,0.000000,0.000000
0.385,-0.000000,0.000000,0.000000
0.386,-0.000000,0.000000,0.000000
0.387,-0.000000,0.000000,0.000000
0.388,-0.000000,0.000000,0.000000
0.389,-0.000000,0.000000,0.000000
0.39,-0.000000,0.000000,0.000000
0.391,-0.000000,0.000000,0.000000
0.392,-0.000000,0.000000,0.000000
0.393,-0.000000,0.000000,0.000000
0.394,-0.000000,0.000000,0.000000
0.395,-0.000000,0.000000,0.000000
0.396,-0.000000,0.000000,0.000000
0.397,-0.000000,0.000000,0.000000
0.398,-0.000000,0.000000,0.000000
0.399,-0.000000,0.000000,0.000000
0.4,-0.000000,0.000000,0.000000
0.401,-0.000000,0.000000,0.000000
0.402,0.000000,0.000000,0.000000
0.403,0.000000,0.000000,0.000000
0.404,-0.000000,0.000000,0.000000
0.405,-0.000000,0.000000,0.000000
0.406,0.000000,0.000000,0.000000
0.407,-0.000000,0.000000,0.000000
0.408,-0.000000,0.000000,0.000000
0.409,-0.000000,0.000000,0.000000
0.41,-0.000000,0.000000,0.000000
0.411,-0.000000,0.000000,0.000000
0.412,-0.000000,0.000000,0.000000
0.413,-0.000000,0.000000,0.000000
0.414,-0.000000,0.000000,0.000000
0.415,-0.000000,0.000000,0.000000
0.416,-0.000000,0.000000,0.000000
0.417,-0.000000,0.000000,0.000000
0.418,-0.000000,0.000000,0.000000
0.419,-0.000000,0.000000,0.000000
0.42,-0.000000,0.000000,0.000000
0.421,-0.000000,0.000000,0.000000
0.422,-0.000000,0.000000,0.000000
0.423,-0.000000,0.000000,0.000000
0.424,-0.000000,0.000000,0.000000
0.425,-0.000000,0.000000,0.000000
0.426,-0.000000,0.000000,0.000000
0.427,-0.000000,0.000000,0.000000
0.428,-0.000000,0.000000,0.000000
0.429,-0.000000,0.000000,0.000000
0.43,-0.000000,0.000000,0.000000
0.431,-0.000000,0.000000,0.000000
0.432,-0.000000,0.000000,0.000000
0.433,-0.000000,0.000000,0.000000
0.434,-0.000000,0.000000,0.000000
0.435,-0.000000,0.000000,0.000000
0.436,-0.000000,0.000000,0.000000
0.437,-0.000000,0.000000,0.000000
0.438,-0.000000,0.000000,0.000000
0.439,-0.000000,0.000000,0.000000
0.44,-0.000000,0.000000,0.000000
0.441,-0.000000,0.000000,0.000000
0.442,-0.000000,0.000000,0.000000
0.443,0.000000,0.000000,0.000000
0.444,-0.000000,0.000000,0.000000
0.445,-0.000000,0.000000,0.000000
0.446,0.000000,0.000000,0.000000
0.447,-0.000000,0.000000,0.000000
0.448,0.000000,0.000000,0.000000
0.449,0.000000,0.000000,0.000000
0.45,0.000000,0.000000,0.000000
0.451,0.000000,0.000000,0.000000
0.452,0.000000,0.000000,0.000000
0.453,0.000000,0.000000,0.000000
0.454,-0.000000,0.000000,0.000000
0.455,-0.000000,0.000000,0.000000
0.456,-0.000000,0.000000,0.000000
0.457,-0.000000,0.000000,0.000000
0.458,-0.000000,0.000000,0.000000
0.459,-0.000000,0.000000,0.000000
0.46,-0.000000,0.000000,0.000000
0.461,-0.000000,0.000000,0.000000
0.462,-0.000000,0.000000,0.000000
0.463,-0.000000,0.000000,0.000000
0.464,-0.000000,0.000000,0.000000
0.465,-0.000000,0.000000,0.000000
0.466,-0.000000,0.000000,0.000000
0.467,-0.000000,0.000000,0.000000
0.468,-0.000000,0.000000,0.000000
0.469,-0.000000,0.000000,0.000000
0.47,-0.000000,0.000000,0.000000
0.471,-0.000000,0.000000,0.000000
0.472,-0.000000,0.000000,0.000000
0.473,-0.000000,0.000000,0.000000
0.474,-0.000000,0.000000,0.000000
0.475,-0.000000,0.000000,0.000000
0.476,-0.000000,0.000000,0.000000
0.477,-0.000000,0.000000,0.000000
0.478,-0.000000,0.000000,0.000000
0.479,0.000000,0.000000,0.000000
0.48,0.000000,0.000000,0.000000
0.481,0.000000,0.000000,0.000000
0.482,-0.000000,0.000000,0.000000
0.483,-0.000000,0.000000,0.000000
0.484,0.000000,0.000000,0.000000
0.485,-0.000000,0.000000,0.000000
0.486,0.000000,0.000000,0.000000
0.487,0.000000,0.000000,0.000000
0.488,0.000000,0.000000,0.000000
0.489,0.000000,0.000000,0.000000
0.49,-0.000000,0.000000,0.000000
0.491,-0.000000,0.000000,0.000000
0.492,-0.000000,0.000000,0.000000
0.493,-0.000000,0.000000,0.000000
0.494,-0.000000,0.000000,0.000000
0.495,-0.000000,0.000000,0.000000
0.496,-0.000000,0.000000,0.000000
0.497,-0.000000,0.000000,0.000000
0.498,-0.000000,0.000000,0.000000
0.499,-0.000000,0.000000,0.000000
0.5,0.000000,0.000000,0.000000
0.501,-0.000000,0.000000,0.000000
0.502,0.000000,0.000000,0.000000
0.503,0.000000,0.000000,0.000000
0.504,-0.000000,0.000000,0.000000
0.505,-0.000000,0.000000,0.000000
0.506,-0.000000,0.000000,0.000000
0.507,-0.000000,0.000000,0.000000
0.508,-0.000000,0.000000,0.000000
0.509,-0.000000,0.000000,0.000000
0.51,-0.000000,0.000000,0.000000
0.511,-0.000000,0.000000,0.000000
0.512,-0.000000,0.000000,0.000000
0.513,-0.000000,0.000000,0.000000
0.514,-0.000000,0.000000,0.000000
0.515,-0.000000,0.000000,0.000000
0.516,-0.000000,0.000000,0.000000
0.517,-0.000000,0.000000,0.000000
0.518,-0.000000,0.000000,0.000000
0.519,-0.000000,0.000000,0.000000
0.52,-0.000000,0.000000,0.000000
0.521,-0.000000,0.000000,0.000000
0.522,-0.000000,0.000000,0.000000
0.523,-0.000000,0.000000,0.000000
0.524,-0.000000,0.000000,0.000000
0.525,-0.000000,0.000000,0.000000
0.526,-0.000000,0.000000,0.000000
0.527,-0.000000,0.000000,0.000000
0.528,0.000000,0.000000,0.000000
0.529,-0.000000,0.000000,0.000000
0.53,-0.000000,0.000000,0.000000
0.531,-0.000000,0.000000,0.000000
0.532,-0.000000,0.000000,0.000000
0.533,-0.000000,0.000000,0.000000
0.534,-0.000000,0.000000,0.000000
0.535,-0.000000,0.000000,0.000000
0.536,-0.000000,0.000000,0.000000
0.537,-0.000000,0.000000,0.000000
0.538,-0.000000,0.000000,0.000000
0.539,-0.000000,0.000000,0.000000
0.54,-0.000000,0.000000,0.000000
0.541,-0.000000,0.000000,0.000000
0.542,-0.000000,0.000000,0.000000
0.543,-0.000000,0.000000,0.000000
0.544,-0.000000,0.000000,0.000000
0.545,-0.000000,0.000000,0.000000
0.546,-0.000000,0.000000,0.000000
0.547,-0.000000,0.000000,0.000000
0.548,0.000000,0.000000,0.000000
0.549,-0.000000,0.000000,0.000000
0.55,0.000000,0.000000,0.000000
0.551,0.000000,0.000000,0.000000
0.552,0.000000,0.000000,0.000000
0.553,0.000000,0.000000,0.000000
0.554,0.000000,0.000000,0.000000
0.555,0.000000,0.000000,0.000000
0.556,-0.000000,0.000000,0.000000
0.557,-0.000000,0.000000,0.000000
0.558,0.000000,0.000000,0.000000
0.559,-0.000000,0.000000,0.000000
0.56,-0.000000,0.000000,0.000000
0.561,-0.000000,0.000000,0.000000
0.562,-0.000000,0.000000,0.000000
0.563,-0.000000,0.000000,0.000000
0.564,-0.000000,0.000000,0.000000
0.565,-0.000000,0.000000,0.000000
0.566,-0.000000,0.000000,0.000000
0.567,-0.000000,0.000000,0.000000
0.568,-0.000000,0.000000,0.000000
0.569,-0.000000,0.000000,0.000000
0.57,-0.000000,0.000000,0.000000
0.571,-0.000000,0.000000,0.000000
0.572,-0.000000,0.000000,0.000000
0.573,-0.000000,0.000000,0.000000
0.574,-0.000000,0.000000,0.000000
0.575,-0.000000,0.000000,0.000000
0.576,-0.000000,0.000000,0.000000
0.577,-0.000000,0.000000,0.000000
0.578,-0.000000,0.000000,0.000000
0.579,-0.000000,0.000000,0.000000
0.58,-0.000000,0.000000,0.000000
0.581,-0.000000,0.000000,0.000000
0.582,-0.000000,0.000000,0.000000
0.583,-0.000000,0.000000,0.000000
0.584,-0.000000,0.000000,0.000000
0.585,-0.000000,0.000000,0.000000
0.586,-0.000000,0.000000,0.000000
0.587,-0.000000,0.000000,0.000000
0.588,-0.000000,0.000000,0.000000
0.589,-0.000000,0.000000,0.000000
0.59,-0.000000,0.000000,0.000000
0.591,-0.000000,0.000000,0.000000
0.592,-0.000000,0.000000,0.000000
0.593,-0.000000,0.000000,0.000000
0.594,-0.000000,0.000000,0.000000
0.595,-0.000000,0.000000,0.000000
0.596,0.000000,0.000000,0.000000
0.597,-0.000000,0.000000,0.000000
0.598,-0.000000,0.000000,0.000000
0.599,-0.000000,0.000000,0.000000
0.6,-0.000000,0.000000,0.000000
0.601,-0.000000,0.000000,0.000000
0.602,-0.000000,0.000000,0.000000
0.603,-0.000000,0.000000,0.000000
0.604,-0.000000,0.000000,0.000000
0.605,-0.000000,0.000000,0.000000
0.606,-0.000000,0.000000,0.000000
0.607,-0.000000,0.000000,0.000000
0.608,0.000000,0.000000,0.000000
0.609,0.000000,0.000000,0.000000
0.61,0.000000,0.000000,0.000000
0.611,0.000000,0.000000,0.000000
0.612,-0.000000,0.000000,0.000000
0.613,0.000000,0.000000,0.000000
0.614,0.000000,0.000000,0.000000
0.615,0.000000,0.000000,0.000000
0.616,0.000000,0.000000,0.000000
0.617,0.000000,0.000000,0.000000
0.618,0.000000,0.000000,0.000000
0.619,0.000000,0.000000,0.000000
0.62,0.000000,0.000000,0.000000
0.621,0.000000,0.000000,0.000000
0.622,0.000000,0.000000,0.000000
0.623,0.000000,0.000000,0.000000
0.624,0.000000,0.000000,0.000000
0.625,0.000000,0.000000,0.000000
0.626,0.000000,0.000000,0.000000
0.627,0.000000,0.000000,0.000000
0.628,0.000000,0.000000,0.000000
0.629,-0.000000,0.000000,0.000000
0.63,-0.000000,0.000000,0.000000
0.631,-0.000000,0.000000,0.000000
0.632,-0.000000,0.000000,0.000000
0.633,-0.000000,0.000000,0.000000
0.634,-0.000000,0.000000,0.000000
0.635,-0.000000,0.000000,0.000000
0.636,-0.000000,0.000000,0.000000
0.637,-0.000000,0.000000,0.000000
0.638,-0.000000,0.000000,0.000000
0.639,-0.000000,0.000000,0.000000
0.64,-0.000000,0.000000,0.000000
0.641,-0.000000,0.000000,0.000000
0.642,-0.000000,0.000000,0.000000
0.643,-0.000000,0.000000,0.000000
0.644,-0.000000,0.000000,0.000000
0.645,-0.000000,0.000000,0.000000
0.646,-0.000000,0.000000,0.000000
0.647,-0.000000,0.000000,0.000000
0.648,-0.000000,0.000000,0.000000
0.649,-0.000000,0.000000,0.000000
0.65,-0.000000,0.000000,0.000000
0.651,-0.000000,0.000000,0.000000
0.652,-0.000000,0.000000,0.000000
0.653,-0.000000,0.000000,0.000000
0.654,-0.000000,0.000000,0.000000
0.655,-0.000000,0.000000,0.000000
0.656,-0.000000,0.000000,0.000000
0.657,-0.000000,0.000000,0.000000
0.658,-0.000000,0.000000,0.000000
0.659,-0.000000,0.000000,0.000000
0.66,-0.000000,0.000000,0.000000
0.661,-0.000000,0.000000,0.000000
0.662,-0.000000,0.000000,0.000000
0.663,-0.000000,0.000000,0.000000
0.664,-0.000000,0.000000,0.000000
0.665,-0.000000,0.000000,0.000000
0.666,-0.000000,0.000000,0.000000
0.667,-0.000000,0.000000,0.000000
0.668,-0.000000,0.000000,0.000000
0.669,-0.000000,0.000000,0.000000
0.67,-0.000000,0.000000,0.000000
0.671,-0.000000,0.000000,0.000000
0.672,-0.000000,0.000000,0.000000
0.673,-0.000000,0.000000,0.000000
0.674,-0.000000,0.000000,0.000000
0.675,-0.000000,0.000000,0.000000
0.676,-0.000000,0.000000,0.000000
0.677,-0.000000,0.000000,0.000000
0.678,-0.000000,0.000000,0.000000
0.679,-0.000000,0.000000,0.000000
0.68,-0.000000,0.000000,0.000000
0.681,-0.000000,0.000000,0.000000
0.682,-0.000000,0.000000,0.000000
0.683,-0.000000,0.000000,0.000000
0.684,-0.000000,0.000000,0.000000
0.685,-0.000000,0.000000,0.000000
0.686,-0.000000,0.000000,0.000000
0.687,-0.000000,0.000000,0.000000
0.688,-0.000000,0.000000,0.000000
0.689,-0.000000,0.000000,0.000000
0.69,-0.000000,0.000000,0.000000
0.691,-0.000000,0.000000,0.000000
0.692,-0.000000,0.000000,0.000000
0.693,-0.000000,0.000000,0.000000
0.694,-0.000000,0.000000,0.000000
0.695,-0.000000,0.000000,0.000000
0.696,-0.000000,0.000000,0.000000
0.697,-0.000000,0.000000,0.000000
0.698,-0.000000,0.000000,0.000000
0.699,-0.000000,0.000000,0.000000
0.7,-0.000000,0.000000,0.000000
0.701,-0.000000,0.000000,0.000000
